# k, delta_cdm, delta_b, delta_g, delta_nu, delta_num, delta_tot, delta_nonu, delta_tot_nodm, phi, v_cdm, v_b, v_b_cdm
3.02726076e-02 1.86285960e+02 1.85024217e+02 -2.31612347e-03 -2.35893093e-03 0.00000000e+00 1.86031039e+02 1.86033398e+02 1.86031039e+02 4.36253490e-06 8.44997306e+01 8.39274011e+01 5.72329501e-01
3.04569214e-02 1.85217739e+02 1.83966053e+02 -2.27474044e-03 -2.31678833e-03 0.00000000e+00 1.84964726e+02 1.84967043e+02 1.84964726e+02 4.33752924e-06 8.40151831e+01 8.34474158e+01 5.67767288e-01
3.06452796e-02 1.84142529e+02 1.82901232e+02 -2.23378944e-03 -2.27508099e-03 0.00000000e+00 1.83891479e+02 1.83893754e+02 1.83891479e+02 4.31236097e-06 8.35274655e+01 8.29644104e+01 5.63055119e-01
3.08379346e-02 1.83060379e+02 1.81829919e+02 -2.19299353e-03 -2.23353125e-03 0.00000000e+00 1.82811364e+02 1.82813598e+02 1.82811364e+02 4.28703166e-06 8.30366000e+01 8.24784603e+01 5.58139659e-01
3.10351616e-02 1.81969992e+02 1.80750780e+02 -2.15221733e-03 -2.19200301e-03 0.00000000e+00 1.81723080e+02 1.81725272e+02 1.81723080e+02 4.26151077e-06 8.25419980e+01 8.19889604e+01 5.53037592e-01
3.12372611e-02 1.80872085e+02 1.79664560e+02 -2.11203052e-03 -2.15106704e-03 0.00000000e+00 1.80627347e+02 1.80629498e+02 1.80627347e+02 4.23581521e-06 8.20439849e+01 8.14962487e+01 5.47736180e-01
3.14445624e-02 1.79761656e+02 1.78566280e+02 -2.07160804e-03 -2.10989547e-03 0.00000000e+00 1.79519169e+02 1.79521279e+02 1.79519169e+02 4.20982778e-06 8.15402914e+01 8.09980663e+01 5.42225091e-01
3.16574270e-02 1.78642262e+02 1.77459534e+02 -2.03099569e-03 -2.06853468e-03 0.00000000e+00 1.78402108e+02 1.78404176e+02 1.78402108e+02 4.18363205e-06 8.10325319e+01 8.04960440e+01 5.36487867e-01
3.18762530e-02 1.77509978e+02 1.76340396e+02 -1.99054794e-03 -2.02733889e-03 0.00000000e+00 1.77272239e+02 1.77274266e+02 1.77272239e+02 4.15713598e-06 8.05189253e+01 7.99884006e+01 5.30524726e-01
3.21014797e-02 1.76364447e+02 1.75208570e+02 -1.94958882e-03 -1.98563051e-03 0.00000000e+00 1.76129216e+02 1.76131201e+02 1.76129216e+02 4.13033142e-06 7.99993098e+01 7.94750018e+01 5.24308039e-01
3.23335938e-02 1.75206324e+02 1.74064722e+02 -1.90901699e-03 -1.94430988e-03 0.00000000e+00 1.74973694e+02 1.74975639e+02 1.74973694e+02 4.10323378e-06 7.94739828e+01 7.89561497e+01 5.17833127e-01
3.25731356e-02 1.74035082e+02 1.72908338e+02 -1.86892348e-03 -1.90346787e-03 0.00000000e+00 1.73805150e+02 1.73807054e+02 1.73805150e+02 4.07583074e-06 7.89427049e+01 7.84316113e+01 5.11093515e-01
3.28207071e-02 1.72844417e+02 1.71733184e+02 -1.82772685e-03 -1.86151850e-03 0.00000000e+00 1.72617291e+02 1.72619153e+02 1.72617291e+02 4.04797477e-06 7.84026164e+01 7.78985587e+01 5.04057660e-01
3.30769816e-02 1.71638877e+02 1.70543838e+02 -1.78695145e-03 -1.81998969e-03 0.00000000e+00 1.71414671e+02 1.71416491e+02 1.71414671e+02 4.01977262e-06 7.78557809e+01 7.73590686e+01 4.96712244e-01
3.33427143e-02 1.70413236e+02 1.69335114e+02 -1.74597981e-03 -1.77826155e-03 0.00000000e+00 1.70192068e+02 1.70193847e+02 1.70192068e+02 3.99110189e-06 7.72998271e+01 7.68107889e+01 4.89038273e-01
3.36187559e-02 1.69171087e+02 1.68110648e+02 -1.70550331e-03 -1.73702714e-03 0.00000000e+00 1.68953085e+02 1.68954822e+02 1.68953085e+02 3.96204701e-06 7.67363855e+01 7.62553684e+01 4.81017121e-01
3.39060684e-02 1.67898543e+02 1.66856603e+02 -1.66387265e-03 -1.69463120e-03 0.00000000e+00 1.67683844e+02 1.67685538e+02 1.67683844e+02 3.93228258e-06 7.61591567e+01 7.56865303e+01 4.72626401e-01
3.42057438e-02 1.66603887e+02 1.65581309e+02 -1.62202645e-03 -1.65201527e-03 0.00000000e+00 1.66392635e+02 1.66394287e+02 1.66392635e+02 3.90200299e-06 7.55718982e+01 7.51080545e+01 4.63843774e-01
3.45190280e-02 1.65282886e+02 1.64280618e+02 -1.58062210e-03 -1.60983699e-03 0.00000000e+00 1.65075237e+02 1.65076847e+02 1.65075237e+02 3.87110925e-06 7.49726888e+01 7.45180579e+01 4.54630928e-01
3.48473482e-02 1.63931769e+02 1.62950799e+02 -1.53830210e-03 -1.56673511e-03 0.00000000e+00 1.63727889e+02 1.63729456e+02 1.63727889e+02 3.83951316e-06 7.43598190e+01 7.39148490e+01 4.44970005e-01
3.51923476e-02 1.62549047e+02 1.61590446e+02 -1.49547940e-03 -1.52312273e-03 0.00000000e+00 1.62349115e+02 1.62350638e+02 1.62349115e+02 3.80718012e-06 7.37326133e+01 7.32977897e+01 4.34823646e-01
3.55559274e-02 1.61124175e+02 1.60189086e+02 -1.45264845e-03 -1.47949324e-03 0.00000000e+00 1.60928385e+02 1.60929864e+02 1.60928385e+02 3.77386316e-06 7.30862882e+01 7.26621300e+01 4.24158156e-01
3.59402987e-02 1.59660760e+02 1.58750409e+02 -1.40866474e-03 -1.43469986e-03 0.00000000e+00 1.59469317e+02 1.59470751e+02 1.59469317e+02 3.73964718e-06 7.24224801e+01 7.20095428e+01 4.12937288e-01
3.63480466e-02 1.58147140e+02 1.57262822e+02 -1.36438974e-03 -1.38960357e-03 0.00000000e+00 1.57960262e+02 1.57961652e+02 1.57960262e+02 3.70425898e-06 7.17358984e+01 7.13347697e+01 4.01128654e-01
3.67822093e-02 1.56582364e+02 1.55725497e+02 -1.31921119e-03 -1.34359020e-03 0.00000000e+00 1.56400292e+02 1.56401635e+02 1.56400292e+02 3.66767678e-06 7.10261126e+01 7.06374360e+01 3.88676562e-01
3.72463759e-02 1.54956088e+02 1.54128134e+02 -1.27330069e-03 -1.29682967e-03 0.00000000e+00 1.54779071e+02 1.54780367e+02 1.54779071e+02 3.62965820e-06 7.02884301e+01 6.99128683e+01 3.75561778e-01
3.77448068e-02 1.53262286e+02 1.52464807e+02 -1.22635280e-03 -1.24901455e-03 0.00000000e+00 1.53090590e+02 1.53091839e+02 1.53090590e+02 3.59006237e-06 6.95201176e+01 6.91583793e+01 3.61738339e-01
3.82825804e-02 1.51489849e+02 1.50724478e+02 -1.17843017e-03 -1.20020562e-03 0.00000000e+00 1.51323757e+02 1.51324957e+02 1.51323757e+02 3.54862911e-06 6.87161362e+01 6.83689625e+01 3.47173672e-01
3.88657680e-02 1.49626598e+02 1.48894991e+02 -1.12929194e-03 -1.15015954e-03 0.00000000e+00 1.49466399e+02 1.49467549e+02 1.49466399e+02 3.50507298e-06 6.78709614e+01 6.75391031e+01 3.31858277e-01
3.95016370e-02 1.47656723e+02 1.46960518e+02 -1.07898627e-03 -1.09892236e-03 0.00000000e+00 1.47502707e+02 1.47503805e+02 1.47502707e+02 3.45902327e-06 6.69774217e+01 6.66616218e+01 3.15799882e-01
4.01988695e-02 1.45567735e+02 1.44908487e+02 -1.02662486e-03 -1.04560255e-03 0.00000000e+00 1.45420183e+02 1.45421229e+02 1.45420183e+02 3.41018691e-06 6.60298523e+01 6.57308155e+01 2.99036765e-01
4.09677685e-02 1.43326385e+02 1.42705392e+02 -9.73735049e-04 -9.91727289e-04 0.00000000e+00 1.43185548e+02 1.43186540e+02 1.43185548e+02 3.35778342e-06 6.50131707e+01 6.47314871e+01 2.81683623e-01
4.18203867e-02 1.40918743e+02 1.40336860e+02 -9.18294464e-04 -9.35270156e-04 0.00000000e+00 1.40784805e+02 1.40785741e+02 1.40784805e+02 3.30148462e-06 6.39210588e+01 6.36571152e+01 2.63943574e-01
4.27704540e-02 1.38301493e+02 1.37758828e+02 -8.61964313e-04 -8.77893933e-04 0.00000000e+00 1.38174535e+02 1.38175412e+02 1.38174535e+02 3.24027227e-06 6.27338684e+01 6.24877142e+01 2.46154213e-01
4.38328951e-02 1.35446716e+02 1.34942182e+02 -8.03523624e-04 -8.18377333e-04 0.00000000e+00 1.35326636e+02 1.35327454e+02 1.35326636e+02 3.17348740e-06 6.14389353e+01 6.12100774e+01 2.28857863e-01
4.50226519e-02 1.32306714e+02 1.31837539e+02 -7.43988524e-04 -7.57741613e-04 0.00000000e+00 1.32193158e+02 1.32193916e+02 1.32193158e+02 3.10000555e-06 6.00146234e+01 5.98018045e+01 2.12818890e-01
4.63525423e-02 1.28844393e+02 1.28405547e+02 -6.83537701e-04 -6.96173653e-04 0.00000000e+00 1.28736662e+02 1.28737358e+02 1.28736662e+02 3.01894873e-06 5.84441065e+01 5.82450448e+01 1.99061699e-01
4.78301979e-02 1.25024599e+02 1.24608434e+02 -6.23048826e-04 -6.34564650e-04 0.00000000e+00 1.24921591e+02 1.24922226e+02 1.24921591e+02 2.92948311e-06 5.67114394e+01 5.65226659e+01 1.88773565e-01
4.94548538e-02 1.20842804e+02 1.20439215e+02 -5.63221689e-04 -5.73632863e-04 0.00000000e+00 1.20743029e+02 1.20743603e+02 1.20743029e+02 2.83149343e-06 5.48145678e+01 5.46314988e+01 1.83069052e-01
5.12155918e-02 1.16317284e+02 1.15914619e+02 -5.05471300e-04 -5.14815145e-04 0.00000000e+00 1.16219002e+02 1.16219517e+02 1.16219002e+02 2.72540240e-06 5.27617817e+01 5.25791320e+01 1.82649630e-01
5.30925736e-02 1.11515252e+02 1.11101995e+02 -4.50916797e-04 -4.59252310e-04 0.00000000e+00 1.11416725e+02 1.11417184e+02 1.11416725e+02 2.61278624e-06 5.05835692e+01 5.03961147e+01 1.87454489e-01
5.50611647e-02 1.06537915e+02 1.06104691e+02 -4.00526534e-04 -4.07930299e-04 0.00000000e+00 1.06437713e+02 1.06438121e+02 1.06437713e+02 2.49602554e-06 4.83258377e+01 4.81293267e+01 1.96510984e-01
5.70969034e-02 1.01511186e+02 1.01052451e+02 -3.55025996e-04 -3.61586138e-04 0.00000000e+00 1.01408447e+02 1.01408809e+02 1.01408447e+02 2.37808636e-06 4.60457021e+01 4.58376191e+01 2.08083031e-01
5.91790418e-02 9.65746701e+01 9.60895748e+01 -3.14381154e-04 -3.20190303e-04 0.00000000e+00 9.64692340e+01 9.64695542e+01 9.64692340e+01 2.26225897e-06 4.38064877e+01 4.35864474e+01 2.20040314e-01
6.12918620e-02 9.18513536e+01 9.13437091e+01 -2.78704301e-04 -2.83854493e-04 0.00000000e+00 9.17437587e+01 9.17440426e+01 9.17437587e+01 2.15144386e-06 4.16639807e+01 4.14337120e+01 2.30268664e-01
6.34243570e-02 8.74441532e+01 8.69216391e+01 -2.47759531e-04 -2.52338059e-04 0.00000000e+00 8.73355195e+01 8.73357719e+01 8.73355195e+01 2.04806812e-06 3.96648647e+01 3.94278511e+01 2.37013590e-01
6.55692140e-02 8.34273375e+01 8.29002583e+01 -2.21157682e-04 -2.25244549e-04 0.00000000e+00 8.33191778e+01 8.33194031e+01 8.33191778e+01 1.95388260e-06 3.78428280e+01 3.76037437e+01 2.39084308e-01
6.77217383e-02 7.98427022e+01 7.93225478e+01 -1.98362859e-04 -2.02029224e-04 0.00000000e+00 7.97367043e+01 7.97369063e+01 7.97367043e+01 1.86987153e-06 3.62168293e+01 3.59808862e+01 2.35943164e-01
6.98789801e-02 7.66955581e+01 7.61935826e+01 -1.78966413e-04 -1.82274171e-04 0.00000000e+00 7.65933710e+01 7.65935533e+01 7.65933710e+01 1.79615856e-06 3.47892777e+01 3.45615805e+01 2.27697213e-01
7.20391111e-02 7.39639297e+01 7.34899304e+01 -1.62412653e-04 -1.65414264e-04 0.00000000e+00 7.38669784e+01 7.38671438e+01 7.38669784e+01 1.73222309e-06 3.35502049e+01 3.33351978e+01 2.15007149e-01
7.42010073e-02 7.16016633e+01 7.11630448e+01 -1.48214175e-04 -1.50953224e-04 0.00000000e+00 7.15110085e+01 7.15111594e+01 7.15110085e+01 1.67697424e-06 3.24786756e+01 3.22797172e+01 1.98958329e-01
7.63639810e-02 6.95435021e+01 6.91446873e+01 -1.35938227e-04 -1.38450179e-04 0.00000000e+00 6.94597525e+01 6.94598909e+01 6.94597525e+01 1.62887110e-06 3.15450890e+01 3.13641857e+01 1.80903295e-01
7.85276129e-02 6.77145322e+01 6.73567640e+01 -1.25184961e-04 -1.27498122e-04 0.00000000e+00 6.76378161e+01 6.76379436e+01 6.76378161e+01 1.58614565e-06 3.07154642e+01 3.05531797e+01 1.62284484e-01
8.06916475e-02 6.60380776e+01 6.57195435e+01 -1.15631982e-04 -1.17768668e-04 0.00000000e+00 6.59680630e+01 6.59681807e+01 6.59680630e+01 1.54698898e-06 2.99550206e+01 2.98105328e+01 1.44487782e-01
8.28559295e-02 6.44420590e+01 6.41583254e+01 -1.07009137e-04 -1.08986789e-04 0.00000000e+00 6.43780211e+01 6.43781301e+01 6.43780211e+01 1.50970158e-06 2.92310630e+01 2.91023607e+01 1.28702221e-01
8.50203642e-02 6.28639419e+01 6.26086150e+01 -9.91696574e-05 -1.01002057e-04 0.00000000e+00 6.28048645e+01 6.28049655e+01 6.28048645e+01 1.47281016e-06 2.85152255e+01 2.83994086e+01 1.15816854e-01
8.71848941e-02 6.12597229e+01 6.10252210e+01 -9.18991918e-05 -9.35973274e-05 0.00000000e+00 6.12044153e+01 6.12045089e+01 6.12044153e+01 1.43527870e-06 2.77875482e+01 2.76811776e+01 1.06370591e-01
8.93494840e-02 5.96021336e+01 5.93805089e+01 -8.50982154e-05 -8.66712766e-05 0.00000000e+00 5.95493552e+01 5.95494418e+01 5.95493552e+01 1.39646659e-06 2.70356619e+01 2.69351324e+01 1.00529489e-01
9.15141125e-02 5.78780119e+01 5.76617315e+01 -7.87727788e-05 -8.02289195e-05 0.00000000e+00 5.78265915e+01 5.78266717e+01 5.78265915e+01 1.35606679e-06 2.62535964e+01 2.61554911e+01 9.81052729e-02
9.36787664e-02 5.60957165e+01 5.58783143e+01 -7.28577823e-05 -7.42045797e-05 0.00000000e+00 5.60446493e+01 5.60447235e+01 5.60446493e+01 1.31427922e-06 2.54451432e+01 2.53465291e+01 9.86141093e-02
9.58434375e-02 5.42736694e+01 5.40502387e+01 -6.73725448e-05 -6.86174122e-05 0.00000000e+00 5.42221916e+01 5.42222602e+01 5.42221916e+01 1.27154154e-06 2.46186586e+01 2.45173099e+01 1.01348669e-01
9.80081209e-02 5.24445216e+01 5.22119956e+01 -6.22551782e-05 -6.34054768e-05 0.00000000e+00 5.23921504e+01 5.23922138e+01 5.23921504e+01 1.22862603e-06 2.37889530e+01 2.36834787e+01 1.05474306e-01
1.00172813e-01 5.06420325e+01 5.03992704e+01 -5.75330620e-05 -5.85962521e-05 0.00000000e+00 5.05885796e+01 5.05886382e+01 5.05885796e+01 1.18633125e-06 2.29713399e+01 2.28612224e+01 1.10117436e-01
1.02337513e-01 4.89005266e+01 4.86481917e+01 -5.32236872e-05 -5.42072753e-05 0.00000000e+00 4.88460788e+01 4.88461330e+01 4.88460788e+01 1.14546861e-06 2.21813889e+01 2.20669292e+01 1.14459664e-01
1.04502218e-01 4.72520741e+01 4.69923689e+01 -4.93227941e-05 -5.02342131e-05 0.00000000e+00 4.71969518e+01 4.71970021e+01 4.71969518e+01 1.10679563e-06 2.14336471e+01 2.13158443e+01 1.17802878e-01
1.06666928e-01 4.57234388e+01 4.54596846e+01 -4.58052160e-05 -4.66516719e-05 0.00000000e+00 4.56681315e+01 4.56681781e+01 4.56681315e+01 1.07094392e-06 2.07402547e+01 2.06206152e+01 1.19639516e-01
1.08831642e-01 4.43310549e+01 4.40672462e+01 -4.26572416e-05 -4.34455679e-05 0.00000000e+00 4.42761534e+01 4.42761968e+01 4.42761534e+01 1.03830123e-06 2.01086662e+01 1.99890020e+01 1.19664229e-01
1.10996360e-01 4.30814426e+01 4.28217716e+01 -3.98507702e-05 -4.05872702e-05 0.00000000e+00 4.30275673e+01 4.30276078e+01 4.30275673e+01 1.00902117e-06 1.95418393e+01 1.94240520e+01 1.17787351e-01
1.13161081e-01 4.19717946e+01 4.17201914e+01 -3.73511093e-05 -3.80414496e-05 0.00000000e+00 4.19195250e+01 4.19195630e+01 4.19195250e+01 9.83036942e-07 1.90385005e+01 1.89243727e+01 1.14127767e-01
1.15325806e-01 4.09899516e+01 4.07496994e+01 -3.51292185e-05 -3.57783684e-05 0.00000000e+00 4.09397687e+01 4.09398045e+01 4.09397687e+01 9.60061095e-07 1.85931343e+01 1.84841553e+01 1.08978947e-01
1.17490533e-01 4.01179153e+01 3.98913967e+01 -3.31227752e-05 -3.37349322e-05 0.00000000e+00 4.00701631e+01 4.00701968e+01 4.00701631e+01 9.39668344e-07 1.81975766e+01 1.80948273e+01 1.02749353e-01
1.19655264e-01 3.93310375e+01 3.91195592e+01 -3.13097207e-05 -3.18883788e-05 0.00000000e+00 3.92858972e+01 3.92859291e+01 3.92858972e+01 9.21276859e-07 1.78406471e+01 1.77447201e+01 9.59270455e-02
1.21819997e-01 3.86037880e+01 3.84075504e+01 -2.96491267e-05 -3.01971066e-05 0.00000000e+00 3.85612736e+01 3.85613038e+01 3.85612736e+01 9.04284019e-07 1.75107651e+01 1.74217513e+01 8.90138089e-02
1.23984732e-01 3.79139085e+01 3.77320848e+01 -2.81103268e-05 -2.86299064e-05 0.00000000e+00 3.78738781e+01 3.78739068e+01 3.78738781e+01 8.88164199e-07 1.71978342e+01 1.71153586e+01 8.24756139e-02
1.26149469e-01 3.72363895e+01 3.70672928e+01 -2.66803824e-05 -2.71733575e-05 0.00000000e+00 3.71985728e+01 3.71986000e+01 3.71985728e+01 8.72327902e-07 1.68905100e+01 1.68138074e+01 7.67026400e-02
1.28314209e-01 3.65519454e+01 3.63932285e+01 -2.53101846e-05 -2.57779156e-05 0.00000000e+00 3.65159734e+01 3.65159992e+01 3.65159734e+01 8.56320554e-07 1.65800447e+01 1.65080503e+01 7.19943542e-02
1.30478951e-01 3.58457261e+01 3.56946807e+01 -2.39993242e-05 -2.44429230e-05 0.00000000e+00 3.58111771e+01 3.58112016e+01 3.58111771e+01 8.39792675e-07 1.62597020e+01 1.61911875e+01 6.85145532e-02
1.32643695e-01 3.51097859e+01 3.49636191e+01 -2.27458084e-05 -2.31662373e-05 0.00000000e+00 3.50762273e+01 3.50762504e+01 3.50762273e+01 8.22557679e-07 1.59258779e+01 1.58595763e+01 6.63015845e-02
1.34808440e-01 3.43432251e+01 3.41993230e+01 -2.15488053e-05 -2.19469683e-05 0.00000000e+00 3.43102526e+01 3.43102746e+01 3.43102526e+01 8.04595134e-07 1.55781642e+01 1.55128899e+01 6.52742851e-02
1.36973188e-01 3.35538711e+01 3.34100221e+01 -2.03835666e-05 -2.07603538e-05 0.00000000e+00 3.35211420e+01 3.35211628e+01 3.35211420e+01 7.86090036e-07 1.52201114e+01 1.51548612e+01 6.52502160e-02
1.39137937e-01 3.27485067e+01 3.26030473e+01 -1.92865056e-05 -1.96428992e-05 0.00000000e+00 3.27157628e+01 3.27157824e+01 3.27157628e+01 7.67203430e-07 1.48547963e+01 1.47888156e+01 6.59807082e-02
1.41302688e-01 3.19420233e+01 3.17939393e+01 -1.82394012e-05 -1.85764379e-05 0.00000000e+00 3.19091046e+01 3.19091231e+01 3.19091046e+01 7.48286832e-07 1.44889737e+01 1.44218024e+01 6.71712541e-02
1.43467440e-01 3.11478122e+01 3.09967524e+01 -1.72475556e-05 -1.75663468e-05 0.00000000e+00 3.11146594e+01 3.11146770e+01 3.11146594e+01 7.29656637e-07 1.41287177e+01 1.40601966e+01 6.85210565e-02
1.45632194e-01 3.03774732e+01 3.02237088e+01 -1.63226753e-05 -1.66243939e-05 0.00000000e+00 3.03441222e+01 3.03441388e+01 3.03441222e+01 7.11587096e-07 1.37792902e+01 1.37095423e+01 6.97479108e-02
1.47796949e-01 2.96410690e+01 2.94853924e+01 -1.54679774e-05 -1.57538205e-05 0.00000000e+00 2.96076349e+01 2.96076506e+01 2.96076349e+01 6.94316046e-07 1.34452556e+01 1.33746403e+01 7.06152838e-02
1.49961705e-01 2.89485454e+01 2.87921304e+01 -1.46717153e-05 -1.49428683e-05 0.00000000e+00 2.89152006e+01 2.89152156e+01 2.89152006e+01 6.78078065e-07 1.31311253e+01 1.30601751e+01 7.09501773e-02
1.52126463e-01 2.83042164e+01 2.81484633e+01 -1.39402535e-05 -1.41978766e-05 0.00000000e+00 2.82711681e+01 2.82711823e+01 2.82711681e+01 6.62975133e-07 1.28388563e+01 1.27682063e+01 7.06499597e-02
1.54291222e-01 2.77105075e+01 2.75568838e+01 -1.32693312e-05 -1.35145246e-05 0.00000000e+00 2.76779726e+01 2.76779861e+01 2.76779726e+01 6.49064356e-07 1.25695486e+01 1.24998645e+01 6.96840683e-02
1.56455982e-01 2.71677987e+01 2.70176805e+01 -1.26479011e-05 -1.28816789e-05 0.00000000e+00 2.71359795e+01 2.71359924e+01 2.71359795e+01 6.36354307e-07 1.23233746e+01 1.22552807e+01 6.80939540e-02
1.58620744e-01 2.66709355e+01 2.65254830e+01 -1.20834792e-05 -1.23067697e-05 0.00000000e+00 2.66400018e+01 2.66400141e+01 2.66400018e+01 6.24723346e-07 1.20979964e+01 1.20320188e+01 6.59776042e-02
1.60785506e-01 2.62152463e+01 2.60753076e+01 -1.15591885e-05 -1.17727974e-05 0.00000000e+00 2.61853199e+01 2.61853317e+01 2.61853199e+01 6.14060793e-07 1.18912947e+01 1.18278182e+01 6.34765145e-02
1.62950270e-01 2.57923697e+01 2.56584255e+01 -1.10710531e-05 -1.12756711e-05 0.00000000e+00 2.57635169e+01 2.57635281e+01 2.57635169e+01 6.04169270e-07 1.16994769e+01 1.16387196e+01 6.07573564e-02
1.65115034e-01 2.53923894e+01 2.52645407e+01 -1.06167607e-05 -1.08129656e-05 0.00000000e+00 2.53646193e+01 2.53646301e+01 2.53646193e+01 5.94814893e-07 1.15180450e+01 1.14600525e+01 5.79924606e-02
1.67279800e-01 2.50065103e+01 2.48844968e+01 -1.01881678e-05 -1.03764303e-05 0.00000000e+00 2.49797775e+01 2.49797879e+01 2.49797775e+01 5.85790131e-07 1.13430093e+01 1.12876638e+01 5.53455660e-02
1.69444566e-01 2.46267233e+01 2.45099783e+01 -9.77962695e-06 -9.96032894e-06 0.00000000e+00 2.46009364e+01 2.46009464e+01 2.46009364e+01 5.76906091e-07 1.11707371e+01 1.11177813e+01 5.29557860e-02
1.71609333e-01 2.42462094e+01 2.41339390e+01 -9.38759366e-06 -9.56104732e-06 0.00000000e+00 2.42212432e+01 2.42212528e+01 2.42212432e+01 5.68002066e-07 1.09981351e+01 1.09472090e+01 5.09260899e-02
1.73774102e-01 2.38604416e+01 2.37517133e+01 -9.00965872e-06 -9.17612858e-06 0.00000000e+00 2.38361503e+01 2.38361594e+01 2.38361503e+01 5.58971416e-07 1.08231500e+01 1.07738306e+01 4.93193987e-02
1.75938871e-01 2.34673068e+01 2.33611440e+01 -8.64344721e-06 -8.80316869e-06 0.00000000e+00 2.34435380e+01 2.34435468e+01 2.34435380e+01 5.49764433e-07 1.06448232e+01 1.05966675e+01 4.81556608e-02
1.78103640e-01 2.30657613e+01 2.29612338e+01 -8.29023052e-06 -8.44342564e-06 0.00000000e+00 2.30423705e+01 2.30423790e+01 2.30423705e+01 5.40356825e-07 1.04626812e+01 1.04152673e+01 4.74138844e-02
1.80268411e-01 2.26570746e+01 2.25533756e+01 -7.94898585e-06 -8.09587321e-06 0.00000000e+00 2.26339365e+01 2.26339446e+01 2.26339365e+01 5.30778813e-07 1.02773000e+01 1.02302619e+01 4.70380934e-02
1.82433182e-01 2.22438991e+01 2.21404045e+01 -7.61995315e-06 -7.76075812e-06 0.00000000e+00 2.22209163e+01 2.22209241e+01 2.22209163e+01 5.21093252e-07 1.00898827e+01 1.00429373e+01 4.69453777e-02
1.84597954e-01 2.18300500e+01 2.17263504e+01 -7.30315543e-06 -7.43811530e-06 0.00000000e+00 2.18071580e+01 2.18071654e+01 2.18071580e+01 5.11390381e-07 9.90215978e+00 9.85512141e+00 4.70383678e-02
1.86762727e-01 2.14202600e+01 2.13161739e+01 -6.99898052e-06 -7.12834873e-06 0.00000000e+00 2.13974288e+01 2.13974360e+01 2.13974288e+01 5.01781998e-07 9.71627812e+00 9.66906444e+00 4.72136725e-02
1.88927500e-01 2.10185277e+01 2.09140916e+01 -6.71235824e-06 -6.83640789e-06 0.00000000e+00 2.09957608e+01 2.09957676e+01 2.09957608e+01 4.92362651e-07 9.53405144e+00 9.48667899e+00 4.73724528e-02
1.91092274e-01 2.06301656e+01 2.05256029e+01 -6.43994890e-06 -6.55896166e-06 0.00000000e+00 2.06074943e+01 2.06075009e+01 2.06074943e+01 4.83257579e-07 9.35788953e+00 9.31045965e+00 4.74298777e-02
1.93257049e-01 2.02587343e+01 2.01544137e+01 -6.18297330e-06 -6.29723799e-06 0.00000000e+00 2.02362119e+01 2.02362182e+01 2.02362119e+01 4.74550793e-07 9.18940748e+00 9.14208742e+00 4.73200561e-02
1.95421824e-01 1.99065088e+01 1.98028882e+01 -5.94191192e-06 -6.05171587e-06 0.00000000e+00 1.98842019e+01 1.98842079e+01 1.98842019e+01 4.66295956e-07 9.02963719e+00 8.98263466e+00 4.70025230e-02
1.97586600e-01 1.95744959e+01 1.94720710e+01 -5.71571033e-06 -5.82132996e-06 0.00000000e+00 1.95524768e+01 1.95524827e+01 1.95524768e+01 4.58516813e-07 8.87903539e+00 8.83257521e+00 4.64601879e-02
1.99751376e-01 1.92628752e+01 1.91621210e+01 -5.50224866e-06 -5.60394385e-06 0.00000000e+00 1.92412130e+01 1.92412186e+01 1.92412130e+01 4.51217498e-07 8.73768355e+00 8.69198118e+00 4.57023713e-02
2.01916153e-01 1.89693265e+01 1.88706591e+01 -5.30333744e-06 -5.40134851e-06 0.00000000e+00 1.89480816e+01 1.89480870e+01 1.89480816e+01 4.44343398e-07 8.60452920e+00 8.55977344e+00 4.47557571e-02
2.04080931e-01 1.86921799e+01 1.85959133e+01 -5.11519104e-06 -5.20973210e-06 0.00000000e+00 1.86713970e+01 1.86714022e+01 1.86713970e+01 4.37854985e-07 8.47881485e+00 8.43514812e+00 4.36667309e-02
2.06245708e-01 1.84286034e+01 1.83349321e+01 -4.93725153e-06 -5.02851308e-06 0.00000000e+00 1.84083093e+01 1.84083143e+01 1.84083093e+01 4.31685426e-07 8.35925596e+00 8.31676643e+00 4.24895321e-02
2.08410487e-01 1.81755915e+01 1.80845803e+01 -4.76874491e-06 -4.85689425e-06 0.00000000e+00 1.81557932e+01 1.81557981e+01 1.81557932e+01 4.25763780e-07 8.24448919e+00 8.20320632e+00 4.12828711e-02
2.10575266e-01 1.79297968e+01 1.78413854e+01 -4.61018089e-06 -4.69536479e-06 0.00000000e+00 1.79104827e+01 1.79104874e+01 1.79104827e+01 4.20011108e-07 8.13299618e+00 8.09289254e+00 4.01036406e-02
2.12740045e-01 1.76896774e+01 1.76036931e+01 -4.45475530e-06 -4.53709443e-06 0.00000000e+00 1.76708184e+01 1.76708230e+01 1.76708184e+01 4.14390843e-07 8.02407746e+00 7.98507480e+00 3.90026631e-02
2.14904825e-01 1.74511717e+01 1.73673586e+01 -4.30811710e-06 -4.38772161e-06 0.00000000e+00 1.74327270e+01 1.74327314e+01 1.74327270e+01 4.08807461e-07 7.91589073e+00 7.87787295e+00 3.80177764e-02
2.17069605e-01 1.72136690e+01 1.71317133e+01 -4.16374674e-06 -4.24070722e-06 0.00000000e+00 1.71955886e+01 1.71955929e+01 1.71955886e+01 4.03246431e-07 7.80815899e+00 7.77098371e+00 3.71752744e-02
